level|max_health|hour_regeneration		
271	177665	8883
272	178995	8950
273	180335	9017
274	181680	9084
275	183030	9152
276	184385	9219
277	185745	9287
278	187100	9355
279	188470	9424
280	189855	9493
281	191235	9562
282	192650	9633
283	194000	9700
284	195405	9770
285	196855	9843
286	198200	9910
287	199610	9981
288	201035	10052
289	202455	10123
290	203880	10194
291	205300	10265
292	206755	10338
293	208185	10409
294	209620	10481
295	211070	10554
296	212535	10627
297	213995	10700
298	215460	10773
299	216900	10845
300	218455	10923
301	219885	10994
302	221360	11068
303	222850	11143
304	224355	11218
305	225855	11293
306	227350	11368
307	228860	11443
308	230390	11520
309	231950	11598
310	233430	11672
311	234900	11745
312	236500	11825
313	238025	11901
314	239570	11979
315	241120	12056
316	242690	12135
317	224245	11212
318	245800	12290
319	247370	12369
320	248900	12445
321	250525	12526
322	252110	12606
323	253700	12685
324	255305	12765
325	256900	12845
326	258500	12925
327	260110	13006
328	261735	13087
329	263355	13168
330	264970	13249
331	266500	13325
332	268250	13413
333	269885	13494
334	271530	13577
335	273180	13659
336	274925	13746
337	276500	13825
338	278200	13910
339	279900	13995
340	281505	14075
341	283200	14160
342	284870	14244
343	286550	14328
344	288250	14413
345	289955	14498
346	291700	14585
347	293360	14668
348	295100	14755
349	296850	14843
350	298500	14925
351	300300	15015
352	301900	15095
353	303800	15190
354	305470	15274
355	307235	15362
356	308985	15449
357	310745	15537
358	312510	15626
359	314285	15714
360	316055	15803
361	317835	15892
362	319620	15981
363	321455	16073
364	323225	16161
365	325005	16250
366	326855	16343
367	328655	16433
368	330435	16522
369	332500	16625
370	334080	16704
371	335925	16796
372	337740	16887
373	339580	16979
374	341430	17072
375	343275	17164
376	345135	17257
377	346995	17350
378	348850	17443
379	350730	17537
380	352625	17631
381	354500	17725
382	356405	17820
383	358300	17915
384	360155	18008
385	362055	18103
386	363965	18198
387	365900	18295
388	367785	18389
389	369755	18488
390	371635	18582
391	373550	18678
392	375500	18775
393	377440	18872
394	379375	18969
395	381335	19067
396	383300	19165
397	385225	19261
398	387210	19361
399	389170	19459
400	391200	19560
